txHash,id,image,class,chain,name,birthDate,bodyShape,sireId,sireClass,matronId,matronClass,stage,title,breedCount,level,hp,speed,skill,morale,from,to,timestamp,withPrice,withPriceUsd
0x0fca089847675c16a9fe784f2916f10ea04cab0f36a13748a43e9e1230123e4e,1851125,https://storage.googleapis.com/assets.axieinfinity.com/axies/1851125/axie/axie-full-transparent.png,Plant,ronin,BACKLINE META PLANT,1625903156,Normal,33560,Plant,19759,Plant,4,,2,1,58,34,31,41,0x4cdcf1613f11458d3235e2880a42bf4aecc4eee5,0xa1563bcbdf20b5122faabb5ca42dca69ed25c459,1632423984,0.048120633,151.2853814126984
0x738b0ae5b5311886d6b2c15b0c2c0e0173b0e8bb289fe00b6fda03de6f336b25,1851125,https://storage.googleapis.com/assets.axieinfinity.com/axies/1851125/axie/axie-full-transparent.png,Plant,ronin,BACKLINE META PLANT,1625903156,Normal,33560,Plant,19759,Plant,4,,2,1,58,34,31,41,0xf1fb2971e6547005df7de0c7a692718bae36116b,0x10a20ed4a95c376ab36e5e3fadaff2d02f102797,1632403626,0.040000003,125.75509999999998
0xac8c41fc77df878c54918c0949b081d51a63685e32aaaa191aa11bb453e8814a,1851125,https://storage.googleapis.com/assets.axieinfinity.com/axies/1851125/axie/axie-full-transparent.png,Plant,ronin,BACKLINE META PLANT,1625903156,Normal,33560,Plant,19759,Plant,4,,2,1,58,34,31,41,0x912b064ee0ab4e1321a0a42a0a82fe07753e536a,0x66710a1f59b5c0f94b7834ee2f28f4b0dc6d2e1f,1628563298,0.165,518.7397874999999
0x990c16c758406da693487233a48d9be750382ffa0c79d4fa293474aacce5265a,1851125,https://storage.googleapis.com/assets.axieinfinity.com/axies/1851125/axie/axie-full-transparent.png,Plant,ronin,BACKLINE META PLANT,1625903156,Normal,33560,Plant,19759,Plant,4,,2,1,58,34,31,41,0xefc71702eb9d19442c7ee8560f5e26a553134b08,0x912b064ee0ab4e1321a0a42a0a82fe07753e536a,1627742505,0.19099957,600.479237969835
0x37c7a2773477c7fc46e0de419b1f36e9bc8a4e1bd64967ba2999145b9e576f1c,5502441,https://storage.googleapis.com/assets.axieinfinity.com/axies/5502441/axie/axie-full-transparent.png,Aquatic,ronin,Axie #5502441,1630712459,Normal,50864,Aquatic,54123,Aquatic,4,,3,1,43,57,35,29,0x046156874850d17c3fd31d8894efed255a575058,0x1a23d83f8b68c536987497532ff4a413da30fb8b,1632402789,0.0854,268.48713849999996
0x54ffc849fc69ff2e8a93465ab6498717614a81ff7d397f30873c5a9e841e17b2,5502441,https://storage.googleapis.com/assets.axieinfinity.com/axies/5502441/axie/axie-full-transparent.png,Aquatic,ronin,Axie #5502441,1630712459,Normal,50864,Aquatic,54123,Aquatic,4,,3,1,43,57,35,29,0xc905933c33b2e7ef58532cf19f2959b32bc428dd,0xe2030b72a2e1eb7ca2460c23fe2203e8ec0fd389,1632335111,0.065000005,204.3520375
0x0848a71324b0f06bc55ed1e026fc1a683714c5cb2f0410f40d31426f05ab4f6e,5502441,https://storage.googleapis.com/assets.axieinfinity.com/axies/5502441/axie/axie-full-transparent.png,Aquatic,ronin,Axie #5502441,1630712459,Normal,50864,Aquatic,54123,Aquatic,4,,3,1,43,57,35,29,0x599284bc81bc99ac9302c1b3087d3722fe4653cf,0xc905933c33b2e7ef58532cf19f2959b32bc428dd,1631724623,0.1,314.38775
0x07d265cd381b5df5e8882a18a7595dfc1aba98b5a7c5dc0fa4c7daaeb479b9b2,5502441,https://storage.googleapis.com/assets.axieinfinity.com/axies/5502441/axie/axie-full-transparent.png,Aquatic,ronin,Axie #5502441,1630712459,Normal,50864,Aquatic,54123,Aquatic,4,,3,1,43,57,35,29,0x25ead2cc2c41154c12f9fe603090c1cb98bc471b,0x599284bc81bc99ac9302c1b3087d3722fe4653cf,1631247299,0.11958125,375.94880129687493
0x3844c6e6b64e027782322d77ebefd8efcdc2a330f79b4f02608a08aab0062a1c,2330291,https://storage.googleapis.com/assets.axieinfinity.com/axies/2330291/axie/axie-full-transparent.png,Plant,ronin,Tank,1626494610,Normal,32839,Plant,57393,Plant,4,,6,1,61,31,31,41,0x4dd0505df71ce731bc2672d8db4bcefd6023d22a,0x73829b57804c93edeabcd893c4cdfa8a094b98fa,1631620534,0.18,565.8979499999999
0x4b6bdc4e40a9bd777243dab424a475253e982a00d1ea5841e51c7abcb18a145d,2330291,https://storage.googleapis.com/assets.axieinfinity.com/axies/2330291/axie/axie-full-transparent.png,Plant,ronin,Tank,1626494610,Normal,32839,Plant,57393,Plant,4,,6,1,61,31,31,41,0x4d3ef594530f1405a2c595a5100c09e997ce2253,0x4dd0505df71ce731bc2672d8db4bcefd6023d22a,1631172840,0.12900001,405.56019749999996
0xed1778bcfbbdb4692f139b39cb1ce3eee25a24e4c73b4dec2dd3b5bea1fce47f,2330291,https://storage.googleapis.com/assets.axieinfinity.com/axies/2330291/axie/axie-full-transparent.png,Plant,ronin,Tank,1626494610,Normal,32839,Plant,57393,Plant,4,,6,1,61,31,31,41,0xece0ffa294a434d786097e0ddb73919199f11d54,0x4d3ef594530f1405a2c595a5100c09e997ce2253,1630854375,0.157,493.58876749999996
0x589b4506270e993725b3fd808142b3ba9bf74714d71184750717ba9dd60b1484,2330291,https://storage.googleapis.com/assets.axieinfinity.com/axies/2330291/axie/axie-full-transparent.png,Plant,ronin,Tank,1626494610,Normal,32839,Plant,57393,Plant,4,,6,1,61,31,31,41,0xd5b6d07976cb75af207e741ed7ca9930dbab8cf9,0xece0ffa294a434d786097e0ddb73919199f11d54,1630362173,0.1,314.38775
0x2c0d06fd3428e8c0960236f4afdae097baa7ee570bc60bc0af8e6e10a692fc6e,2330291,https://storage.googleapis.com/assets.axieinfinity.com/axies/2330291/axie/axie-full-transparent.png,Plant,ronin,Tank,1626494610,Normal,32839,Plant,57393,Plant,4,,6,1,61,31,31,41,0x4a5019c1308174f73df1cb396506feba60f4b086,0xd5b6d07976cb75af207e741ed7ca9930dbab8cf9,1627510806,0.235,738.8112124999999
0x5f9334ea3f2cd9f4cc923b803c1a339a85efc5f228361b830a5961e5e70d4d62,2330291,https://storage.googleapis.com/assets.axieinfinity.com/axies/2330291/axie/axie-full-transparent.png,Plant,ronin,Tank,1626494610,Normal,32839,Plant,57393,Plant,4,,6,1,61,31,31,41,0x8fb650ae9427416d9f9366575b02dd8b8db39869,0x09d75ac3eee1871c1e1cf5cc720a10fcacb76820,1627098100,0.235,738.8112124999999
0xdabc5174b60c865c0a133cc41972892c198e53b0f386b79e303b0bc314d0e960,4003919,https://storage.googleapis.com/assets.axieinfinity.com/axies/4003919/axie/axie-full-transparent.png,Dusk,ronin,Axie #4003919,1628716062,Fuzzy,35263,Dusk,43434,Reptile,4,,0,1,55,45,27,37,0x8d6bf71f2782de08c5ebd364c4acd63344ceb75e,0x385685d0f265390a2097437c4788e08644d3441a,1632089228,0.06675,209.853823125
0xafb7edee5f0a5b0fded1f92bf38548d7a3636ef4e364b48b2f188870dbd1380e,5369998,https://storage.googleapis.com/assets.axieinfinity.com/axies/5369998/axie/axie-full-transparent.png,Reptile,ronin,3 r2.6,1630480206,Fuzzy,49715,Reptile,49586,Reptile,4,,3,1,57,41,31,35,0xebcd391af258add7b3a4ae390e2be8c524dd49f8,0x3087f96de7e579060bfcffaae5d3ec16837f4670,1630945332,0.08414593,264.5445179933665
0xbfcceffd72fd7f15766ccd61043e5903a4632f539baebd6a0e6164eb34557301,5369998,https://storage.googleapis.com/assets.axieinfinity.com/axies/5369998/axie/axie-full-transparent.png,Reptile,ronin,3 r2.6,1630480206,Fuzzy,49715,Reptile,49586,Reptile,4,,3,1,57,41,31,35,0x975247c1076de55b876a84f05fc17888d66c574d,0x01e103c6f726a3f25f2462e6d4196130cfa23a1e,1630919721,0.07999757,251.50255863107637
0x22fb46a624343eb9bb115e89a86b90ab76619ddce049817fa72b5dd13e49ab64,5711552,https://storage.googleapis.com/assets.axieinfinity.com/axies/5711552/axie/axie-full-transparent.png,Plant,ronin,Axie #5711552,1631047002,Fuzzy,63342,Plant,64271,Plant,4,,0,1,52,32,31,49,0x412ae218b8604c8fe6804c8ee448f4fda296b5a0,0x8e000ddd87c9a3389d113143863cc7d57bc73afb,1632408261,0.05,157.193875
0x50f2065d1ce06a130a28e8ca8f8e00654d181361cdd598488aab5561a4665096,5711552,https://storage.googleapis.com/assets.axieinfinity.com/axies/5711552/axie/axie-full-transparent.png,Plant,ronin,Axie #5711552,1631047002,Fuzzy,63342,Plant,64271,Plant,4,,0,1,52,32,31,49,0x88281cc025df274bc34dd1bf140c774a2ea6d1e6,0x412ae218b8604c8fe6804c8ee448f4fda296b5a0,1631861036,0.045943055,144.4393386423611
