,id,image,class,chain,name,birthDate,bodyShape,sireId,sireClass,matronId,matronClass,stage,title,breedCount,level,hp,speed,skill,morale,from,to,timestamp,txHash,withPrice
51,4445,https://storage.googleapis.com/assets.axieinfinity.com/axies/4445/axie/axie-full-transparent.png,Aquatic,ronin,R1 Shrimp,1528959592,Normal,0,,0,,4,MEO Corp,2,1,46,49,35,34,0x73601fd195e1c6407e21845ed40b0c9d61c37ab1,0x6f236efa8d1ab2d9fe0d48f7dbe956e937730d00,1535565472,0x1684b4857e29b95e85d48bb812a8cda325c0cc3de5fa77690007d83e402de109,0.09
52,4446,https://storage.googleapis.com/assets.axieinfinity.com/axies/4446/axie/axie-full-transparent.png,Aquatic,ronin,R1 Shrimp R2 Thorny,1528959658,Normal,0,,0,,4,MEO Corp,5,1,48,49,35,32,0x73601fd195e1c6407e21845ed40b0c9d61c37ab1,0x1e3934ea7e416f4e2bc5f7d55ae9783da0061475,1533918562,0x318bc44970d91b861f837474aacee51b255b8c5dbb8710705e533cc3c4d0cb9d,0.050426006
53,4447,https://storage.googleapis.com/assets.axieinfinity.com/axies/4447/axie/axie-full-transparent.png,Aquatic,ronin,Zoa,1528960265,Normal,0,,0,,4,MEO Corp,7,1,54,43,35,32,0x665498c14f80647d2a57a1f54eee4aaa9920fae8,0xe293390d7651234c6dfb1f41a47358b9377c004f,1537779161,0xc32ddd2335413c0490cfc9c952473f6cb6b662d13231896ce71751431ad4085d,0.495054
0,4448,https://storage.googleapis.com/assets.axieinfinity.com/axies/4448/axie/axie-full-transparent.png,Aquatic,ronin,Axie #4448,1528960458,Normal,0,,0,,4,MEO Corp,2,1,46,47,35,36,0x4ce15b37851a4448a28899062906a02e51dee267,0xd7c318e9f9129239f6ba4e10994137113dcf6244,1537852772,0x5a6b27518939d41c99be7fa3433d5b91f2d4c20d0288efe38a660152e19a753f,0.5
1,4448,https://storage.googleapis.com/assets.axieinfinity.com/axies/4448/axie/axie-full-transparent.png,Aquatic,ronin,Axie #4448,1528960458,Normal,0,,0,,4,MEO Corp,2,1,46,47,35,36,0xe293390d7651234c6dfb1f41a47358b9377c004f,0x4ce15b37851a4448a28899062906a02e51dee267,1529605040,0x083b5bbf15a9e0e4b98cb47179a172025e029ebd16eba2eb9d5dfeb4295e6dd2,0.15
2,4449,https://storage.googleapis.com/assets.axieinfinity.com/axies/4449/axie/axie-full-transparent.png,Aquatic,ronin,Axie #4449,1528984088,Normal,0,,0,,4,MEO Corp,3,1,45,50,35,34,0x8cdea15f8536e65a443efd518bcdd7c22ac267ef,0x8805c680b191a244fb41a8d475e6fe33031396e4,1531595420,0xebb1c083d4ef18730c29fcb17c57ab0baa70b651a242355f1cf478c5627c5890,0.15
3,4451,https://storage.googleapis.com/assets.axieinfinity.com/axies/4451/axie/axie-full-transparent.png,Beast,ronin,Axie #4451,1528985687,Normal,0,,0,,4,MEO Corp,3,1,35,45,31,53,0x8cdea15f8536e65a443efd518bcdd7c22ac267ef,0x8805c680b191a244fb41a8d475e6fe33031396e4,1531754869,0x60b251439e1acb9f384cac42635fe9c3112580f5c96e4232f7d5c26652b5c6b8,0.15
4,4452,https://storage.googleapis.com/assets.axieinfinity.com/axies/4452/axie/axie-full-transparent.png,Aquatic,ronin,Axie #4452,1528988902,Normal,0,,0,,4,MEO Corp,1,1,50,50,35,29,0x813074b9a3c964c51ac66b841c2577a3ce1062f6,0x6f236efa8d1ab2d9fe0d48f7dbe956e937730d00,1539709290,0xea24f2ea3098ccbb6a518992bc224ba13353e34f215f54ff4b678adfd4d5ef2b,0.13925742
5,4452,https://storage.googleapis.com/assets.axieinfinity.com/axies/4452/axie/axie-full-transparent.png,Aquatic,ronin,Axie #4452,1528988902,Normal,0,,0,,4,MEO Corp,1,1,50,50,35,29,0x949ef390fb4281da171797668527cd05864b7415,0x0c85679088b1d5bc075f6bcbe357d4907389107c,1622357328,0xb68ea5db9dd294f8eeacb706453dbfb86619f604bf7bd070adbe96599863361b,0.37576967
6,4453,https://storage.googleapis.com/assets.axieinfinity.com/axies/4453/axie/axie-full-transparent.png,Plant,ronin,Axie #4453,1528988968,Normal,0,,0,,4,MEO Corp,2,1,54,41,31,38,0xa6518bee322af13ba71c471b3527416ed08ad2a4,0x078b611bf67798456f5a0eafb0e23c567f66facc,1594928215,0xed8162c77a5280a0622c23e070b3774bf2e626b2977cce2c45778e325dbe2351,0.5
7,4453,https://storage.googleapis.com/assets.axieinfinity.com/axies/4453/axie/axie-full-transparent.png,Plant,ronin,Axie #4453,1528988968,Normal,0,,0,,4,MEO Corp,2,1,54,41,31,38,0x52af787439a82f36d6ef6b0da0f0e5ecce29ff90,0x9a22f77f03f94c2f232c81def7e16d728898d5a6,1529719182,0xf414cf3aa356b6ce1211465b590b8cb96fc40580ad2057dd23187086f3164b9d,0.085
